Region,Constituency,Station,Registered,UDP,NPP,GDC,NUP,PDOIS,INDP,LEAVE_BLANK
Mansakonko,Jarra West,Soma  Angalfuta,1192,254,86,276,323,185,245,
Mansakonko,Jarra West,Soma Misera,1260,178,236,256,144,41,109,
Mansakonko,Jarra West,Soma New Town,1168,116,285,43,149,214,95,
Mansakonko,Jarra West,Soma Sateba,1327,87,61,223,154,200,67,
Mansakonko,Jarra West,Toniataba,1195,95,71,112,175,241,133,
Mansakonko,Kiang Central,Jiroff,543,181,324,33,153,117,93,
Mansakonko,Kiang Central,Kwinella. Nya Kunda,908,267,219,231,304,248,49,
Mansakonko,Kiang Central,Kwinella. Sansang Kono,771,247,57,45,125,139,251,
Mansakonko,Kiang Central,Madina Angalleh,1445,250,41,181,76,249,238,
Mansakonko,Kiang Central,Nema,1203,152,235,190,128,302,126,
Mansakonko,Kiang Central,Nema Kuta,398,196,224,285,160,162,204,
Mansakonko,Kiang Central,Sare Sarjo,520,210,196,34,68,104,147,
Mansakonko,Kiang Central,Sibito,760,236,300,124,229,226,40,
Mansakonko,Kiang Central,Wurokang,452,178,95,275,174,96,143,
Mansakonko,Kiang East,Geniere,539,260,311,192,68,242,101,
Mansakonko,Kiang East,Jomarr,307,326,317,231,50,274,58,
Mansakonko,Kiang East,Kaiaf,1230,187,208,217,98,145,220,
Mansakonko,Kiang East,Kolior,520,244,271,107,120,218,176,
Mansakonko,Kiang East,Madina Sinchu,1008,224,326,328,48,42,37,
Mansakonko,Kiang East,Massembeh,614,260,299,164,73,225,68,
Mansakonko,Kiang East,Njolofen,523,211,260,52,123,143,314,
Mansakonko,Kiang East,Toranka Bantang,312,127,84,305,170,244,167,
Mansakonko,Kiang West,Batelling,270,193,192,140,277,287,150,
Mansakonko,Kiang West,Burong,607,293,43,119,286,233,215,
Mansakonko,Kiang West,Dumbutu,532,195,103,35,192,216,34,
Mansakonko,Kiang West,Jali,789,210,123,106,183,291,309,
Mansakonko,Kiang West,Janneh Kunda,381,285,302,295,314,233,95,
Mansakonko,Kiang West,Jattaba,738,74,92,40,100,40,145,
Mansakonko,Kiang West,Jiffarong,1266,86,139,248,43,175,198,
Mansakonko,Kiang West,Jissay,133,156,121,146,209,242,107,
Mansakonko,Kiang West,Joli,311,207,165,194,316,286,35,
Mansakonko,Kiang West,Kantong Kunda,351,61,268,321,33,80,232,
Mansakonko,Kiang West,Karantaba,774,66,220,311,102,179,275,
Mansakonko,Kiang West,Kemoto,121,201,89,112,92,233,307,
Mansakonko,Kiang West,Keneba,1004,274,146,297,226,249,142,
Mansakonko,Kiang West,Kuli Kunda,494,164,50,293,57,248,286,
Mansakonko,Kiang West,Manduar,50011,41,98,266,299,59,230,
Mansakonko,Kiang West,Nioro Jattaba,1193,240,326,33,163,44,76,
Mansakonko,Kiang West,Sankandi,367,42,51,272,119,321,223,
Mansakonko,Kiang West,Tankular,539,242,170,153,268,298,144,
